Product Code,Product Label,"UAE export to vietnam Value in 2022, USD thousands","annual growth export from uae to vietnam in value between 2018-2022, %, p.a","vietnam Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"import Value vietnam from world in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from world to vietnam in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from UAE to world  in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
842839,"Continuous-action elevators and conveyors, for goods or materials (excl. those for underground . . .", , , ,5, , , ,,"124,243",-5,2,0,No quantity, ,328,-13,0,0,No quantity, ,
842840,Escalators and moving walkways, , , ,5, , , ,,"8,941",-22,1,0,Tons, ,15,36,0,0,Tons, ,4
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars", , , ,0, , , ,,"17,658",-18,5,0,No quantity, ,7,-31,0,0,No quantity, ,
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.", , , ,0, , , ,,"231,546",3,1,0,No quantity, ,"10,823",38,0,0,No quantity, ,
842911,"Self-propelled bulldozers and angledozers, track laying", , , ,0, , , ,,"39,191",20,1,0,Tons, ,"15,653",1,0,0,Tons, ,223
842919,"Self-propelled bulldozers and angledozers, on wheels", , , ,0, , , ,,"1,849",-2,0,0,Tons, ,"2,084",19,1,0,Tons, ,9
842920,Self-propelled graders and levellers, , , ,0, , , ,,"7,113",34,0,0,Tons, ,"5,537",10,0,0,Tons, ,9
842930,Self-propelled scrapers, , , ,0, , , ,,513,10,0,0,Tons, ,111, ,0,0,Tons, ,2
842940,Self-propelled tamping machines and roadrollers, , , ,1, , , ,,"81,499",34,3,0,No quantity, ,"1,958",20,0,0,No quantity, ,11
842951,Self-propelled front-end shovel loaders, , , ,0, , , ,,"80,518",6,1,0,No quantity, ,"15,074",45,0,0,No quantity, ,206
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360° revolving su . . .", , , ,0, , , ,,"889,484",34,3,0,No quantity, ,"11,950",15,0,0,No quantity, ,318
842959,"Self-propelled mechanical shovels, excavators and shovel loaders (excl. self-propelled mechanical . . .", , , ,0, , , ,,"14,463",-6,0,0,No quantity, ,"10,605",17,0,0,No quantity, ,624
843010,"Pile-drivers and pile-extractors (excl. those mounted on railway wagons, motor vehicle chassis . . .", , , ,0, , , ,,"15,292",-2,3,0,No quantity, ,379,-10,0,0,No quantity, ,145
843020,"Snowploughs and snowblowers (excl. those mounted on railway wagons, motor vehicle chassis or . . .", , , ,0, , , ,,2,-21,0,0,No quantity, ,1, ,0,0,No quantity, ,
843031,Self-propelled coal or rock cutters and tunnelling machinery (excl. hydraulically operated . . ., , , ,0, , , ,,"9,898",7,1,0,Tons, ,320,100,0,0,Tons, ,1
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excl. hand-operated tools . . .", , , ,0, , , ,,"1,130",-22,0,0,Tons, ,186,-49,0,0,Tons, ,13
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores . . ., , , ,0, , , ,,"39,688",20,1,0,No quantity, ,"7,187",-15,0,0,No quantity, ,171
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled . . .", , , ,0, , , ,,"8,725",0,1,0,No quantity, ,"1,499",-39,0,0,No quantity, ,685
843050,"Self-propelled earth-moving machinery, n.e.s.", , , ,0, , , ,,"7,954",2,1,0,No quantity, ,331,-24,0,0,No quantity, ,15
843061,"Tamping or compacting machinery, not self-propelled (excl. hand-operated tools)", , , ,0, , , ,,"2,378",-3,1,0,No quantity, ,558,4,0,0,No quantity, ,6
843069,"Earth moving machinery, not self-propelled, n.e.s.", , , ,0, , , ,,"1,082",-22,0,0,No quantity, ,"5,670",18,0,0,No quantity, ,10
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.", , , ,0, , , ,,"20,726",9,1,0,No quantity, ,"4,036",19,0,0,No quantity, ,65
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, . . .", , , ,0, , , ,,"127,245",51,2,0,No quantity, ,"1,323",10,0,0,No quantity, ,124
843131,"Parts of lifts, skip hoists or escalators, n.e.s.", , , ,0, , , ,,"105,415",16,2,0,No quantity, ,"1,182",23,0,0,No quantity, ,58
843139,"Parts of machinery of heading 8428, n.e.s.", , , ,0, , , ,,"183,551",3,2,0,No quantity, ,"4,942",-11,0,0,No quantity, ,
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430", , , ,5, , , ,,"25,043",33,1,0,No quantity, ,"1,578",22,0,0,No quantity, ,16
843142,"Bulldozer or angledozer blades, n.e.s.", , , ,5, , , ,,"1,216",104,1,0,No quantity, ,412,15,0,0,No quantity, ,2
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.", , , ,0, , , ,,"116,333",6,1,0,No quantity, ,"113,124",2,1,0,No quantity, ,"1,337"
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.", , , ,0, , , ,,"361,000",30,1,0,No quantity, ,"41,935",10,0,0,No quantity, ,-
843210,"Ploughs for use in agriculture, horticulture or forestry", , , ,20, , , ,,742,51,0,0,No quantity, ,963,40,0,0,No quantity, ,2
843221,"Disc harrows for use in agriculture, horticulture or forestry", , , ,20, , , ,,185,8,0,0,No quantity, ,691,75,0,0,No quantity, ,
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or . . .", , , ,20, , , ,,"17,105",-3,1,0,No quantity, ,191,39,0,0,No quantity, ,
843231,"No-till direct seeders, planters and transplanters", , , ,5, , , ,,"1,451",33,0,0,No quantity, ,24,-27,0,0,No quantity, ,
843239,"Seeders, planters and transplanters (excl. no-till machines)", , , ,5, , , ,,"1,407",7,0,0,No quantity, ,2, ,0,0,No quantity, ,
843241,Manure spreaders (excl. sprayers), , , ,5, , , ,,58,-4,0,0,Tons, ,6, ,0,0,Tons, ,
843242,Fertiliser distributors (excl. sprayers and manure spreaders), , , ,5, , , ,,149,61,0,0,No quantity, ,10,109,0,0,No quantity, ,
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn . . .", , , ,5, , , ,,"6,437",-5,0,0,No quantity, ,80,-29,0,0,No quantity, ,6
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation . . .", , , ,0, , , ,,"30,141",15,1,0,No quantity, ,348,-1,0,0,No quantity, ,3
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal . . .", , , ,5, , , ,,"5,632",2,0,0,No quantity, ,81,-32,0,0,No quantity, ,1
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical . . .", , , ,5, , , ,,"8,949",18,2,0,No quantity, ,127,-30,0,0,No quantity, ,4
843320,"Mowers, incl. cutter bars for tractor mounting (excl. mowers for lawns, parks or sports grounds)", , , ,5, , , ,,"5,466",46,0,0,No quantity, ,29,-20,0,0,No quantity, ,
843330,Haymaking machinery (excl. mowers), , , ,5, , , ,,119,-1,0,0,No quantity, ,20,183,0,0,No quantity, ,
843340,"Straw or fodder balers, incl. pick-up balers", , , ,5, , , ,,"3,272",17,0,0,No quantity, ,24,5,0,0,No quantity, ,3
843351,Combine harvester-threshers, , , ,5, , , ,,"36,587",1,1,0,Tons, ,104,-6,0,0,Tons, ,2
843352,Threshing machinery (excl. combine harvester-threshers), , , ,5, , , ,,"3,251",44,1,0,No quantity, ,25,-14,0,0,No quantity, ,
843353,Root or tuber harvesting machines, , , ,5, , , ,,42,-5,0,0,Tons, , , , ,0,Tons, ,
843359,"Harvesting machinery for agricultural produce (excl. mowers, haymaking machinery, straw and . . .", , , ,5, , , ,,"2,807",7,0,0,No quantity, ,51,89,0,0,No quantity, ,
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excl. . . .", , , ,0, , , ,,"1,818",-9,0,0,No quantity, ,8,-34,0,0,No quantity, ,5
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting . . .", , , ,0, , , ,,"69,117",42,1,0,No quantity, ,172,8,0,0,No quantity, ,12
843410,Milking machines, , , ,0, , , ,,166,-19,0,0,Tons, ,849,262,0,0,Tons, ,
843420,"Dairy machinery (excl. refrigerating or heat treatment equipment, cream separators, clarifying . . .", , , ,0, , , ,,"3,490",4,1,0,No quantity, ,173,66,0,0,No quantity, ,14
843490,"Parts of milking machines and dairy machinery, n.e.s.", , , ,0, , , ,,"4,160",6,0,0,No quantity, ,129,-18,0,0,No quantity, ,5
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices . . .", , , ,0, , , ,,"2,321",5,1,0,No quantity, ,"1,278",-5,0,0,No quantity, ,90
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit . . .", , , ,0, , , ,,131,-18,0,0,Tons, ,14,-9,0,0,Tons, ,
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings . . ., , , ,20, , , ,,"27,034",-6,2,0,No quantity, ,97,-10,0,0,No quantity, ,8
843621,Poultry incubators and brooders, , , ,3, , , ,,"7,149",-26,3,0,No quantity, ,9,-40,0,0,No quantity, ,10
843629,"Poultry-keeping machinery (excl. machines for sorting or grading eggs, poultry pickers of heading . . .", , , ,3, , , ,,"40,939",23,3,0,No quantity, ,"1,345",13,0,0,No quantity, ,13
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.", , , ,3, , , ,,"53,133",35,1,0,No quantity, ,590,68,0,0,No quantity, ,12
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.", , , ,0, , , ,,"10,538",42,2,0,No quantity, ,8,-6,0,0,No quantity, ,
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.", , , ,0, , , ,,"52,240",31,3,0,No quantity, ,681,13,0,0,No quantity, ,53
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables", , , ,5, , , ,,"19,744",-4,3,0,No quantity, ,834,-10,0,0,No quantity, ,7
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables . . ., , , ,20, , , ,,"13,748",-9,1,0,No quantity, ,"11,086",23,1,0,No quantity, ,15
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous . . ., , , ,0, , , ,,"5,202",-7,1,0,No quantity, ,"2,155",58,0,0,No quantity, ,3
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti . . .", , , ,3, , , ,,"61,823",12,2,0,No quantity, ,"3,729",55,0,0,No quantity, ,96
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate . . .", , , ,3, , , ,,"23,277",29,3,0,No quantity, ,534,-6,0,0,No quantity, ,47
843830,"Machinery for sugar manufacture (excl. centrifuges and filtering, heating or refrigerating . . .", , , ,3, , , ,,"2,424",-7,1,0,No quantity, ,"1,031",-23,1,0,No quantity, ,1
843840,"Brewery machinery (excl. centrifuges and filtering, heating or refrigerating equipment)", , , ,5, , , ,,"10,358",4,2,0,No quantity, ,15,36,0,0,No quantity, ,
843850,Machinery for the industrial preparation of meat or poultry (excl. cooking and other heating . . ., , , ,0, , , ,,"64,886",16,3,0,No quantity, ,163,-24,0,0,No quantity, ,40
843860,"Machinery for the industrial preparation of fruits, nuts or vegetables (excl. cooking and other . . .", , , ,0, , , ,,"21,888",20,3,0,No quantity, ,305,4,0,0,No quantity, ,42
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.", , , ,2, , , ,,"77,088",11,2,0,No quantity, ,"3,322",-1,0,0,No quantity, ,150
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.", , , ,0, , , ,,"58,398",16,1,0,No quantity, ,"1,859",31,0,0,No quantity, ,27
843910,"Machinery for making pulp of fibrous cellulosic material (excl. autoclaves, boilers and other . . .", , , ,0, , , ,,"9,791",-17,2,0,Tons, ,1, ,0,0,Tons, ,
843920,"Machinery for making paper or paperboard (excl. dryers and other heating appliances, calenders . . .", , , ,5, , , ,,"15,327",-18,2,0,Tons, ,223, ,0,0,Tons, ,
843930,Machinery for finishing paper or paperboard (excl. calenders), , , ,0, , , ,,"45,531",12,7,0,No quantity, ,67,-12,0,0,No quantity, ,17
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.", , , ,0, , , ,,"10,192",-2,1,0,Tons, ,72,97,0,0,Tons, ,
843999,"Parts of machinery for making or finishing paper or paperboard, n.e.s.", , , ,0, , , ,,"49,412",-11,2,0,No quantity, ,212,18,0,0,No quantity, ,18
844010,"Bookbinding machinery, incl. book-sewing machines (excl. machinery of heading 8441, general-purpose . . .", , , ,0, , , ,,"7,861",8,1,0,Tons, ,142,-18,0,0,Tons, ,18
844090,"Parts of bookbinding machinery, n.e.s.", , , ,0, , , ,,"1,690",19,1,0,Tons, ,25,-19,0,0,Tons, ,
844110,"Cutting machines for making up paper pulp, paper or paperboard (excl. bookbinding machinery . . .", , , ,0, , , ,,"53,663",6,3,0,No quantity, ,651,-43,0,0,No quantity, ,40
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excl. . . .", , , ,0, , , ,,"16,455",32,3,0,No quantity, ,61,14,0,0,No quantity, ,12
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by . . .", , , ,0, , , ,,"75,202",15,4,0,No quantity, ,132,-16,0,0,No quantity, ,13
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excl. drying equipment)", , , ,0, , , ,,"21,088",7,5,0,No quantity, ,8,14,0,0,No quantity, ,5
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.", , , ,0, , , ,,"59,316",11,4,0,No quantity, ,130,-14,0,0,No quantity, ,39
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.", , , ,0, , , ,,"59,202",29,3,0,No quantity, ,164,-3,0,0,No quantity, ,15
844230,"Machinery, apparatus and equipment for preparing or making printing plates, cylinders or other . . .", , , ,0, , , ,,"22,241",19,6,0,Tons, ,464,24,0,0,Tons, ,32
844240,"Parts of machinery, apparatus and equipment for preparing or making printing plates, cylinders . . .", , , ,0, , , ,,709,-14,0,0,No quantity, ,21,-31,0,0,No quantity, ,5
844250,"Printing plates, cylinders and other printing components; plates, cylinders and lithographic . . .", , , ,0, , , ,,"11,976",0,2,0,Tons, ,"2,207",-5,0,0,Tons, ,134
844311,"Offset printing machinery, reel fed", , , ,0, , , ,,"8,306",35,3,0,No quantity, ,141,-37,0,0,No quantity, ,22
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in . . .", , , ,0, , , ,,459,-7,2,0,No quantity, ,119,4,0,0,No quantity, ,10
844313,"Offset printing machinery (excl. sheet fed offset printing machinery, sheet size <= 22 x 36 . . .", , , ,2, , , ,,"85,743",11,4,0,No quantity, ,"1,933",-5,0,0,No quantity, ,
844314,"Letterpress printing machinery, reel fed (excl. flexographic printing machinery)", , , ,2, , , ,,"7,538",2,16,0,No quantity, ,56,421,0,0,No quantity, ,
844315,Letterpress printing machinery (excl. flexographic printing and reel fed machinery), , , ,2, , , ,,"1,835",-17,4,0,No quantity, ,7,-23,0,0,No quantity, ,
844316,Flexographic printing machinery, , , ,2, , , ,,"37,357",9,3,0,No quantity, ,3, ,0,0,No quantity, ,46
844317,Gravure printing machinery, , , ,2, , , ,,"17,738",-6,8,0,No quantity, ,35,-85,0,0,No quantity, ,
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components . . .", , , ,0, , , ,,"62,022",0,4,0,No quantity, ,942,-2,0,0,No quantity, ,
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, . . .", , , ,0, , , ,,"133,725",38,1,0,No quantity, ,"37,351",13,0,0,No quantity, ,
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, . . .", , , ,0, , , ,,"261,199",26,2,0,No quantity, ,"17,359",9,0,0,No quantity, ,
844339,"Printers, copying machines and facsimile machines, whether or not combined (excl. those capable . . .", , , ,4, , , ,,"49,011",-1,4,0,No quantity, ,"2,449",18,0,0,No quantity, ,
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders . . .", , , ,0, , , ,,"39,701",5,2,0,No quantity, ,"3,743",29,0,0,No quantity, ,
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excl. of . . .", , , ,0, , , ,,"1,608,554",3,3,0,No quantity, ,"28,459",-3,0,0,No quantity, ,
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials", , , ,0, , , ,,"39,507",-11,2,0,No quantity, ,35,-39,0,0,No quantity, ,8
844511,Carding machines for preparing textile fibres, , , ,0, , , ,,"25,984",-16,6,0,Tons, ,"2,937",241,1,0,Tons, ,29
844512,Combing machines for preparing textile fibres, , , ,0, , , ,,"10,907",-11,7,0,Tons, ,"1,774", ,2,0,Tons, ,
844513,Drawing or roving machines, , , ,0, , , ,,"14,171",-15,9,0, , ,497, ,0,0, , ,
844519,"Machines for preparing textile fibres (excl. carding, combing, drawing or roving machines)", , , ,2, , , ,,"19,707",6,5,0,Tons, ,462,179,0,0,Tons, ,9
844520,Textile spinning machines (excl. extruding and drawing or roving machines), , , ,0, , , ,,"59,633",-19,4,0,No quantity, ,"1,796",31,0,0,No quantity, ,122
844530,Textile doubling or twisting machines, , , ,0, , , ,,"24,360",-15,12,0,No quantity, ,4, ,0,0,No quantity, ,25
844540,"Textile winding, incl. weft-winding, or reeling machines", , , ,0, , , ,,"39,206",-20,5,0,No quantity, , , , ,0,No quantity, ,96
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines . . ., , , ,0, , , ,,"15,707",-3,5,0,Tons, ,153,-7,0,0,Tons, ,17
844610,Weaving machines for weaving fabrics of a width <= 30 cm, , , ,0, , , ,,"11,817",-9,12,0, , ,5,-52,0,0, , ,
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type", , , ,0, , , ,,"9,136",-3,11,0, , , , , ,0, , ,18
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type", , , ,0, , , ,,"2,946",-11,4,0,No quantity, , , , ,0,No quantity, ,
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type", , , ,0, , , ,,"47,679",-11,3,0,No quantity, ,"3,845",-11,0,0,No quantity, ,178
844711,"Circular knitting machines, with cylinder diameter <= 165 mm", , , ,0, , , ,,"11,950",-6,5,0,Tons, , , , ,0,Tons, ,
844712,"Circular knitting machines, with cylinder diameter > 165 mm", , , ,0, , , ,,"50,609",-12,8,0,Tons, , , , ,0,Tons, ,
844720,Flat knitting machines; stitch-bonding machines, , , ,0, , , ,,"58,248",-16,8,0,No quantity, ,27,-38,0,0,No quantity, ,
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines . . .", , , ,0, , , ,,"45,687",-6,4,0,No quantity, ,179,-17,0,0,No quantity, ,34
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith", , , ,0, , , ,,"4,419",-8,2,0,No quantity, , , , ,0,No quantity, ,
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excl. doobies and jacquards, . . .", , , ,0, , , ,,"16,885",-12,4,0,No quantity, ,86,-9,0,0,No quantity, ,37
844820,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile . . .", , , ,0, , , ,,"20,396",0,4,0,No quantity, ,24,-11,0,0,No quantity, ,4
844831,Card clothing for machines for preparing textile fibres, , , ,0, , , ,,"14,631",13,6,0,No quantity, ,14,1,0,0,No quantity, ,18
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)", , , ,0, , , ,,"9,452",-5,3,0,No quantity, ,85,99,0,0,No quantity, ,19
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445", , , ,0, , , ,,"7,859",-8,5,0,No quantity, ,18,52,0,0,No quantity, ,25
844839,"Parts and accessories of machines of heading 8445, n.e.s.", , , ,0, , , ,,"65,797",2,6,0,No quantity, ,102,-24,0,0,No quantity, ,34
844842,"Reeds for looms, healds and heald-frames", , , ,0, , , ,,"3,554",-1,4,0,No quantity, ,9,3,0,0,No quantity, ,
844849,"Parts and accessories of weaving machines ""looms"" and their auxiliary machinery, n.e.s.", , , ,0, , , ,,"29,591",0,4,0,No quantity, ,396,43,0,0,No quantity, ,10
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447", , , ,0, , , ,,"61,055",28,8,0,No quantity, ,62,34,0,0,No quantity, ,8
844859,"Parts and accessories of machines of heading 8447, n.e.s.", , , ,2, , , ,,"25,907",6,5,0,No quantity, ,265,-6,0,0,No quantity, ,13
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, . . .", , , ,0, , , ,,"34,134",15,3,0,No quantity, ,4,-70,0,0,No quantity, ,3
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg", , , ,25, , , ,,"170,548",2,2,0,No quantity, ,"1,616",26,0,0,No quantity, ,"1,980"
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excl. fully-automatic . . .", , , ,25, , , ,,"22,215",-4,5,0,No quantity, ,79,36,0,0,No quantity, ,14
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excl. fully-automatic . . .", , , ,25, , , ,,"1,953",65,1,0,No quantity, ,196,-4,0,0,No quantity, ,15
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg", , , ,25, , , ,,"68,173",20,1,0,No quantity, ,481,1,0,0,No quantity, ,-
845090,"Parts of household or laundry-type washing machines, n.e.s.", , , ,5, , , ,,"71,220",5,4,0,No quantity, ,116,17,0,0,No quantity, ,65
845110,Dry-cleaning machines for made-up textile articles, , , ,0, , , ,,"1,689",-6,3,0,No quantity, ,223,21,0,0,No quantity, ,18
845121,"Drying machines, of a dry linen capacity <= 10 kg (excl. centrifugal driers)", , , ,15, , , ,,"57,878",60,2,0,No quantity, ,27,40,0,0,No quantity, ,6
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excl. machines of a . . .", , , ,3, , , ,,"21,867",0,1,0,No quantity, ,156,25,0,0,No quantity, ,5
845130,"Ironing machines and presses, incl. fusing presses (excl. calenders)", , , ,0, , , ,,"20,453",-8,4,0,No quantity, ,211,2,0,0,No quantity, ,110
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles . . .", , , ,0, , , ,,"61,477",-12,8,0,No quantity, ,173,-14,0,0,No quantity, ,131
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics", , , ,0, , , ,,"66,106",2,8,0,No quantity, ,5,-66,0,0,No quantity, ,28
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other . . .", , , ,0, , , ,,"92,647",-5,7,0,No quantity, ,470,-14,0,0,No quantity, ,41
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, . . .", , , ,2, , , ,,"34,163",4,4,0,No quantity, ,"8,915",1,1,0,No quantity, ,47
845210,Sewing machines of the household type, , , ,25, , , ,,"12,020",45,1,0,No quantity, ,662,4,0,0,No quantity, ,1
845221,"Automatic sewing machines, industrial type", , , ,0, , , ,,"197,684",-2,17,0,No quantity, ,137,-36,0,0,No quantity, ,76
845229,"Sewing machines, industrial type (excl. automatic units)", , , ,0, , , ,,"125,424",-7,6,0,No quantity, ,649,12,0,0,No quantity, ,121
845230,Sewing machine needles, , , ,10, , , ,,"25,976",29,11,0,No quantity, ,899,-9,0,0,No quantity, ,46
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines", , , ,13, , , ,,"137,700",-2,11,0,No quantity, ,782,-14,0,0,No quantity, ,138
845310,"Machinery for preparing, tanning or working hides, skins or leather (excl. drying machines, . . .", , , ,0, , , ,,"23,530",-6,13,0,Tons, , , , ,0,Tons, ,
845320,"Machinery for making or repairing footwear of hides, skins or leather (excl. sewing machines)", , , ,0, , , ,,"202,794",7,37,0,No quantity, , , , ,0,No quantity, ,
845380,"Machinery for making or repairing articles of hides, skins or leather (excl. footwear and sewing . . .", , , ,0, , , ,,"18,627",-13,17,0,Tons, ,11,-4,0,0,Tons, ,
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making . . .", , , ,0, , , ,,"44,820",-2,17,0,No quantity, ,13,-38,0,0,No quantity, ,
845410,Converters of a kind used in metallurgy or in metal foundries, , , ,0, , , ,,"1,172",-21,1,0,No quantity, ,74,39,0,0,No quantity, ,
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries", , , ,5, , , ,,"3,428",-15,1,0,No quantity, ,151,-33,0,0,No quantity, ,
845430,Casting machines of a kind used in metallurgy or in metal foundries, , , ,0, , , ,,"40,445",-11,4,0,No quantity, ,50,-17,0,0,No quantity, ,27
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy . . .", , , ,0, , , ,,"42,400",-20,3,0,No quantity, ,91,-7,0,0,No quantity, ,27
845510,Mills for rolling metal tubes, , , ,2, , , ,,"3,259",-26,1,0,Tons, ,18,-19,0,0,Tons, ,5
845521,Hot or combination hot and cold metal-rolling mills (excl. tubes mills), , , ,2, , , ,,"2,851",-33,0,0,No quantity, ,"1,222",42,0,0,No quantity, ,8
845522,Cold-rolling mills for metal (excl. tube mills), , , ,2, , , ,,"12,466",3,3,0,No quantity, ,295,-22,0,0,No quantity, ,21
845530,Rolls for metal-rolling mills, , , ,0, , , ,,"45,591",-5,2,0,No quantity, ,"2,802",107,0,0,No quantity, ,10
845590,"Parts of metal-rolling mills, n.e.s.", , , ,0, , , ,,"42,740",-10,2,"4,279",No quantity,"9,988","2,212",25,0,"4,365",No quantity,"5,940",30
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering . . .", , , ,0, , , ,,"236,333",6,4,0,No quantity, ,176,-38,0,0,No quantity, ,
845612,"Machine tools for working any material by removal of material, operated by light or photon . . .", , , ,0, , , ,,935,-46,1,0,No quantity, ,3,-2,0,0,No quantity, ,
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes . . .", , , ,0, , , ,,"1,451",-13,2,0,No quantity, ,4,-57,0,0,No quantity, ,
845630,"Machine tools for working any material by removal of material, operated by electro-discharge . . .", , , ,0, , , ,,"31,055",1,3,0,No quantity, ,1, ,0,0,No quantity, ,
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes", , , ,0, , , ,,"4,271",10,1,0,Tons, ,85,-21,0,0,Tons, ,
845650,Water-jet cutting machines, , , ,0, , , ,,"3,256",6,2,0,Tons, ,3,-46,0,0,Tons, ,
845690,"Machine tools for working any material by removal of material, operated by electro-chemical, . . .", , , ,0, , , ,,"12,004",19,3,0,No quantity, ,"8,695",44,3,0,No quantity, ,
845710,Machining centres for working metal, , , ,0, , , ,,"168,623",-13,2,0,No quantity, ,901,25,0,0,No quantity, ,35
845720,"Unit construction machines ""single station"", for working metal", , , ,0, , , ,,768,-8,1,0,Tons, ,11,-17,0,0,Tons, ,
845730,Multi-station transfer machines for working metal, , , ,0, , , ,,"9,647",5,2,0,No quantity, ,253,75,0,0,No quantity, ,
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled", , , ,0, , , ,,"76,992",-4,1,0,Tons, ,301,190,0,0,Tons, ,9
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled", , , ,9, , , ,,"8,539",-4,2,0,Tons, ,151,33,0,0,Tons, ,9
