Product Code,Product Label,"UAE export to libya Value in 2022, USD thousands","nnual growth in value uae export to libya between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"libya import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported libya to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"CO2 emission, Tons ","Uae export to world Value in 2022, USD thousand ","Annual growth in value between Uae export to world  2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
851989,"Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor . . .", , , , , , , ,,95,-16,0,0, , ,N/A,294,-7,0,0, , ,
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a . . .", , , , , , , ,, , , , , , ,N/A,28,-33,0,0, , ,16
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. . . .", , , ,0, , , ,,"1,716",-2,0,45, ,"38,133",N/A,"3,062",-14,0,0, , ,-
852210,Pick-up cartridges, , , ,0, , , ,,1,-17,0,0, , ,N/A,11,230,0,0, , ,
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording . . ., , , ,0, , , ,,301,24,0,0, , ,N/A,633,86,0,0, , ,1
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena, , , , , , , ,,2,-17,0,0,No quantity, ,N/A,"2,401",-22,1,0,No quantity, ,-
852329,Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating . . ., , , , , , , ,,125,10,0,3, ,"41,667",N/A,360,-44,0,0, , ,
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excl. goods of . . .", , , , , , , ,,141,-26,0,0, , ,N/A,"20,361",-4,4,0, , ,
852349,Optical media for the recording of sound or of other phenomena (excl. unrecorded and goods . . ., , , , , , , ,,"4,144",4,0,0, , ,N/A,"16,079",9,0,0, , ,
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash . . .", , , , , , , ,,904,32,0,0, , ,N/A,"282,867",46,1,0, , ,
852352,"Cards incorporating one or more electronic integrated circuits ""smart cards""", , , , , , , ,,"2,444",1,0,22, ,"111,091",N/A,"135,686",32,2,0, , ,
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state . . .", , , , , , , ,,33,30,0,0, , ,N/A,767,1,0,0, , ,
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices . . .", , , , , , , ,,29,-43,0,0, , ,N/A,"12,486",-13,1,0, , ,
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus", , , , , , , ,,35,-16,0,0, , ,N/A,"2,314",6,0,0, , ,
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus", , , , , , , ,,766,19,0,0,Tons, ,N/A,"1,406",2,0,0,Tons, ,
852580,"Television cameras, digital cameras and video camera recorders", , , , , , , ,,"5,089",-3,0,0,Tons, ,N/A,"159,083",8,0,0,Tons, ,-
852610,Radar apparatus, , , ,0, , , ,,71,-63,0,0,Tons, ,N/A,"7,225",13,0,0,Tons, ,37
852691,Radio navigational aid apparatus, , , ,0, , , ,,912,27,0,0,Tons, ,N/A,"4,109",1,0,0,Tons, ,-
852692,Radio remote control apparatus, , , ,0, , , ,,88,8,0,0, , ,N/A,622,24,0,0, , ,-
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, . . .", , , , , , , ,, , , , , , ,N/A,14,-31,0,0, , ,
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined . . .", , , ,0, , , ,,72,-63,0,10, ,"7,200",N/A,145,1,0,0, , ,2
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined . . .", , , ,0, , , ,,351,22,0,49, ,"7,163",N/A,253,-11,0,0, , ,-
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of . . .", , , ,0, , , ,,47,214,0,0, , ,N/A,"5,490",15,0,0, , ,
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of . . .", , , , , , , ,, , , , , , ,N/A,126,-13,0,0, , ,
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing . . .", , , , , , , ,,"1,183",6,0,88, ,"13,443",N/A,183,-41,0,0, , ,-
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing . . .", , , , , , , ,,1,40,0,0, , ,N/A,6,-29,0,0, , ,
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing . . .", , , , , , , ,,355,20,0,0, , ,N/A,471,-43,0,0, , ,-
852842,"Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with . . .", , , , , , , ,,23,-3,0,0, , ,N/A,397,-2,0,0, , ,
852849,"Cathode-ray tube monitors ""CRT"" (excl. computer monitors, with TV receiver)", , , , , , , ,, , , , , , ,N/A,491,47,0,0, , ,
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing . . ., , , , , , , ,,"1,099",-1,0,0,Tons, ,N/A,"7,214",6,0,0,Tons, ,
852859,"Monitors (excl. with TV receiver, CRT and those designed for computer use)", , , , , , , ,,"1,290",35,0,0, , ,N/A,"3,729",-10,0,0, , ,
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing . . ., , , , , , , ,,155,39,0,0, , ,N/A,"2,832",-17,0,0, , ,
852869,"Projectors (excl. with TV receiver, designed for computer use)", , , , , , , ,,414,111,0,0, , ,N/A,"1,013",17,0,0, , ,
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers . . .", , , , , , , ,,"5,317",-3,0,273,Tons,"19,476",N/A,"2,910",-7,0,0,Tons, ,
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers . . .", , , , , , , ,,"101,393",8,0,0, , ,N/A,"11,931",-6,0,0, , ,
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating . . .", , , , , , , ,,198,24,0,11, ,"18,000",N/A,719,-10,1,0, , ,
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.", , , ,0, , , ,,"3,025",-4,0,0, , ,N/A,"8,921",59,0,0, , ,-
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission . . .", , , ,0, , , ,,75,-47,0,0, , ,N/A,"11,575",1,0,0, , ,
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excl. . . .", , , ,0, , , ,,1, ,0,0, , ,N/A,71,103,0,0, , ,
853080,"Electrical signalling, safety or traffic control equipment (excl. that for railways or tramways . . .", , , ,0, , , ,,"1,019",-13,0,0, , ,N/A,"1,136",-9,0,0, , ,46
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.", , , ,0, , , ,,165,28,0,0, , ,N/A,"2,807",67,0,0, , ,4
853110,Burglar or fire alarms and similar apparatus, , , ,0, , , ,,"1,426",16,0,0,Tons, ,N/A,"8,460",35,0,0,Tons, ,79
853120,"Indicator panels with liquid crystal devices ""LCD"" or light emitting diodes ""LED"" (excl. those . . .", , , ,0, , , ,,563,7,0,0, , ,N/A,"1,906",24,0,0, , ,-
853180,Electric sound or visual signalling apparatus (excl. indicator panels with liquid crystal devices . . ., , , ,0, , , ,,307,-8,0,0, , ,N/A,"2,152",3,0,0, , ,-
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.", , , ,0, , , ,,297,-12,0,0, , ,N/A,"5,702",30,0,0, , ,2
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling . . ., , , ,0, , , ,,308,33,0,0, , ,N/A,"2,350",-7,0,0, , ,33
853221,"Fixed electrical capacitors, tantalum (excl. power capacitors)", , , ,0, , , ,,35,43,0,"29,664", ,1,N/A,44,-8,0,0, , ,
853222,"Fixed electrical capacitors, aluminium electrolytic (excl. power capacitors)", , , ,0, , , ,,51,-7,0,0, , ,N/A,22,4,0,0, , ,
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excl. power capacitors)", , , , , , , ,, , , , , , ,N/A,16,-18,0,0, , ,
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excl. power capacitors)", , , ,0, , , ,,1,-63,0,0, , ,N/A,57,-37,0,0, , ,
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excl. power capacitors)", , , ,0, , , ,,12,-38,0,5, ,"2,400",N/A,137,93,0,0, , ,-
853229,"Fixed electrical capacitors (excl. tantalum, aluminium electrolytic, ceramic, paper, plastic . . .", , , ,0, , , ,,2,-28,0,0, , ,N/A,230,-31,0,0, , ,-
853230,"Variable or adjustable ""pre-set"" electrical capacitors", , , ,0, , , ,,37, ,0,3, ,"12,333",N/A,84,-33,0,0, , ,
853290,"Parts of electrical ""pre-set"" capacitors, fixed, variable or adjustable, n.e.s.", , , , , , , ,, , , , , , ,N/A,66,21,0,0, , ,
853310,"Fixed carbon resistors, composition or film types (excl. heating resistors)", , , ,0, , , ,,3,36,0,0, , ,N/A,34,9,0,0, , ,
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excl. heating resistors), , , ,0, , , ,,34,47,0,0, , ,N/A,145,-29,0,0, , ,-
853329,Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors), , , ,0, , , ,,22,-1,0,0, , ,N/A,136,-36,0,0, , ,-
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling . . .", , , ,0, , , ,,11, ,0,0, , ,N/A,46,216,0,0, , ,
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling . . .", , , ,0, , , ,,2,2,0,0, , ,N/A,52,68,0,0, , ,-
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excl. wirewound variable . . .", , , ,0, , , ,,78,65,0,0, , ,N/A,115,-16,0,0, , ,-
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.", , , ,0, , , ,,23,109,0,0, , ,N/A,44,16,0,0, , ,
853400,Printed circuits, , , ,0, , , ,,204,38,0,0, , ,N/A,"1,840",9,0,0, , ,-
853510,Fuses for a voltage > 1.000 V, , , ,0, , , ,,"1,244",0,0,0, , ,N/A,115,-7,0,0, , ,128
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV", , , ,0, , , ,,158,-30,0,0, , ,N/A,"16,225",4,2,0, , ,46
853529,"Automatic circuit breakers for a voltage >= 72,5 kV", , , ,0, , , ,,68,25,0,0,Tons, ,N/A,166,9,0,0,Tons, ,21
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V", , , ,0, , , ,,"2,215",-32,0,0, , ,N/A,"6,537",7,0,0, , ,504
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V", , , ,0, , , ,,54,14,0,0, , ,N/A,353,43,0,0, , ,17
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections . . .", , , ,0, , , ,,"1,480",-11,0,0, , ,N/A,"1,978",-8,0,0, , ,371
853610,Fuses for a voltage <= 1.000 V, , , ,0, , , ,,543,-12,0,0,Tons, ,N/A,"17,506",104,1,0,Tons, ,-
853620,Automatic circuit breakers for a voltage <= 1.000 V, , , ,0, , , ,,"8,907",20,0,0, , ,N/A,"2,251",3,0,0, , ,486
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excl. fuses and automatic . . ., , , ,0, , , ,,871,4,0,0, , ,N/A,"1,216",10,0,0, , ,45
853641,Relays for a voltage <= 60 V, , , ,0, , , ,,125,0,0,0,No quantity, ,N/A,"1,008",-22,0,0,No quantity, ,-
853649,Relays for a voltage > 60 V but <= 1.000 V, , , ,0, , , ,,"1,482",16,0,0,Tons, ,N/A,"1,226",-10,0,0,Tons, ,142
853650,Switches for a voltage <= 1.000 V (excl. relays and automatic circuit breakers), , , ,0, , , ,,"5,690",16,0,0, , ,N/A,"4,900",-11,0,0, , ,-
853661,Lamp holders for a voltage <= 1.000 V, , , ,0, , , ,,"1,412",20,0,0, , ,N/A,111,-26,0,0, , ,64
853669,Plugs and sockets for a voltage <= 1.000 V (excl. lamp holders), , , ,0, , , ,,"6,403",13,0,0,Tons, ,N/A,"6,172",-15,0,0,Tons, ,106
853670,"Connectors for optical fibres, optical fibre bundles or cables", , , , , , , ,,65,21,0,0, , ,N/A,471,-24,0,0, , ,-
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in . . .", , , ,0, , , ,,"3,597",-8,0,0,No quantity, ,N/A,"65,063",-1,0,0,No quantity, ,324
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution . . .", , , ,0, , , ,,"18,921",16,0,0,No quantity, ,N/A,"51,737",0,0,0,No quantity, ,16
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution . . .", , , ,0, , , ,,"2,968",-22,0,0,Tons, ,N/A,"7,815",10,0,0,Tons, ,439
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not . . .", , , ,0, , , ,,"5,548",61,0,0, , ,N/A,"5,616",-1,0,0, , ,375
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, . . .", , , ,0, , , ,,"9,440",8,0,0,Tons, ,N/A,"17,983",-15,0,0,Tons, ,-
853910,Sealed beam lamp units, , , ,0, , , ,,106,26,0,0, , ,N/A,472,-5,0,0, , ,-
853921,Tungsten halogen filament lamps (excl. sealed beam lamp units), , , ,0, , , ,,"1,001",14,0,0, , ,N/A,307,-1,0,0, , ,58
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excl. tungsten halogen filament . . ., , , ,0, , , ,,"5,084",-8,1,0, , ,N/A,105,-4,0,0, , ,"1,047"
853929,"Filament lamps, electric (excl. tungsten halogen lamps, lamps of a power <= 200 W and for a . . .", , , ,0, , , ,,"1,107",-1,0,0, , ,N/A,508,-16,0,0, , ,-
853931,"Discharge lamps, fluorescent, hot cathode", , , ,0, , , ,,"2,729",-34,0,0, , ,N/A,206,-31,0,0, , ,22
853932,Mercury or sodium vapour lamps; metal halide lamps, , , ,0, , , ,,526,-6,0,0, , ,N/A,43,-30,0,0, , ,35
853939,"Discharge lamps (excl. hot-cathode fluorescent lamps, mercury or sodium vapour lamps, metal . . .", , , ,0, , , ,,175,1,0,11, ,"15,909",N/A,343,-12,0,0, , ,3
853941,Arc lamps, , , ,0, , , ,,8,11,0,0, , ,N/A,18,31,0,0, , ,-
853949,Ultraviolet or infra-red lamps, , , ,0, , , ,,41,4,0,0, , ,N/A,808,-15,0,0, , ,-
853950,"Light-emitting diode ""LED"" lamps", , , , , , , ,,"16,344",47,0,"1,183", ,"13,816",N/A,"1,403",22,0,0, , ,
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red . . .", , , ,0, , , ,,9,-21,0,1, ,"9,000",N/A,827,53,0,0, , ,-
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour", , , , , , , ,, , , , , , ,N/A,7,-28,0,0, , ,
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white . . .", , , ,0, , , ,,15, ,0,1, ,"15,000",N/A,2,-25,0,0, , ,
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excl. . . ., , , ,0, , , ,,11, ,0,1, ,"11,000",N/A,12,35,0,0, , ,
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor . . .", , , , , , , ,, , , , , , ,N/A,3,-28,0,0, , ,
854060,"Cathoderay tubes (excl. television and video-monitor cathoderay tubes, television camera tubes, . . .", , , , , , , ,, , , , , , ,N/A,2,-49,0,0, , ,
854071,Magnetrons, , , ,0, , , ,,37,67,0,2, ,"18,500",N/A,"16,808",391,5,0, , ,
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excl. magnetrons and grid-controlled . . .", , , , , , , ,, , , , , , ,N/A,2,-42,0,0, , ,
854081,"Receiver or amplifier valves and tubes (excl. microwave tubes, photo-cathode tubes and cathode . . .", , , ,0, , , ,,5,102,0,0, , ,N/A,10,11,0,0, , ,
854089,"Electronic valves and tubes (excl. receiver or amplifier valves and tubes, microwave tubes, . . .", , , ,0, , , ,,13,-44,0,0, , ,N/A,506,34,0,0, , ,
854091,"Parts of cathode ray tubes, n.e.s.", , , , , , , ,, , , , , , ,N/A,1,15,0,0, , ,
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excl. parts of . . .", , , ,0, , , ,,1,-59,0,0, , ,N/A,32,-15,0,0, , ,
854110,"Diodes (excl. photosensitive or light emitting diodes ""LED"")", , , ,0, , , ,,24,50,0,2, ,"12,000",N/A,"1,524",26,0,0, , ,-
854121,Transistors with a dissipation rate < 1 W (excl. photosensitive transistors), , , , , , , ,, , , , , , ,N/A,100,20,0,0, , ,
854129,Transistors with a dissipation rate >= 1 W (excl. photosensitive transistors), , , ,0, , , ,,16,52,0,0, , ,N/A,"1,568",16,0,0, , ,-
854130,"Thyristors, diacs and triacs (excl. photosensitive semiconductor devices)", , , ,0, , , ,,88,-6,0,0, , ,N/A,213,9,0,0, , ,
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in . . .", , , ,0, , , ,,"4,359",86,0,0,Tons, ,N/A,"10,544",-21,0,0,Tons, ,-
854150,"Semiconductor devices, n.e.s.", , , , , , , ,, , , , , , ,N/A,44,10,0,0, , ,
854160,Mounted piezo-electric crystals, , , , , , , ,, , , , , , ,N/A,276,26,0,0, , ,
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor . . .", , , ,0, , , ,,1,-50,0,0, , ,N/A,159,-6,0,0, , ,-
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with . . .", , , , , , , ,,915,4,0,0,No quantity, ,N/A,"81,198",-16,0,0,No quantity, ,
854232,Electronic integrated circuits as memories, , , , , , , ,,23,-44,0,0, , ,N/A,"3,163",-44,0,0, , ,
854233,Electronic integrated circuits as amplifiers, , , , , , , ,,7,-3,0,1, ,"7,000",N/A,235,-50,0,0, , ,
854239,"Electronic integrated circuits (excl. such as processors, controllers, memories and amplifiers)", , , , , , , ,,176,-21,0,0, , ,N/A,"5,442",-47,0,0, , ,
854290,"Parts of electronic integrated circuits, n.e.s.", , , ,0, , , ,,499,135,0,0, , ,N/A,"1,534",17,0,0, , ,
854310,"Electrical particle accelerators for electrons, protons, etc. (excl. ion implanters for doping . . .", , , , , , , ,,53,6,0,0, , ,N/A,20,8,0,0, , ,
854320,"Signal generators, electrical", , , ,0, , , ,,290,13,0,0, , ,N/A,"2,457",96,0,0, , ,1
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis", , , ,0, , , ,,227,34,0,0, , ,N/A,302,-3,0,0, , ,5
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85", , , , , , , ,,"7,073",29,0,0,No quantity, ,N/A,"11,960",2,0,0,No quantity, ,
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter . . .", , , ,0, , , ,,364,1,0,0, , ,N/A,"1,423",-8,0,0, , ,
854411,"Winding wire for electrical purposes, of copper, insulated", , , ,0, , , ,,"6,981",10,0,739, ,"9,447",N/A,"5,682",-12,0,"4,076", ,"9,430",-
854419,"Winding wire for electrical purposes, of material other than copper, insulated", , , ,0, , , ,,"3,899",21,0,0, , ,N/A,"1,477",-30,0,0, , ,212
854420,"Coaxial cable and other coaxial electric conductors, insulated", , , ,0, , , ,,"5,595",-1,0,"1,320", ,"4,239",N/A,"8,373",13,0,0, , ,774
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships", , , ,0, , , ,,367,-2,0,0, , ,N/A,"141,599",-10,0,0, , ,32
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.", , , , , , , ,,"7,922",22,0,0,Tons, ,N/A,"38,561",-24,0,0,Tons, ,507
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.", , , ,0, , , ,,"103,440",9,0,"14,081",Tons,"7,346",N/A,"171,950",35,0,"48,658",Tons,"8,579","2,382"
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.", , , ,0, , , ,,"17,270",-14,0,0, , ,N/A,"27,742",-6,0,0, , ,"2,978"
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric . . .", , , ,0, , , ,,"6,296",25,0,856, ,"7,355",N/A,"27,484",80,0,0, , ,138
854511,"Electrodes of graphite or other carbon, for electric furnaces", , , ,0, , , ,,"9,873",-18,0,"2,876", ,"3,433",N/A,"4,319",-19,0,0, , ,"1,067"
854519,"Electrodes of graphite or other carbon, for electrical purposes (excl. those used for furnaces)", , , ,0, , , ,,11,20,0,0, , ,N/A,31,-71,0,"295,405", ,"1,420",1
854520,Carbon brushes for electrical purposes, , , ,0, , , ,,304,-3,0,13,Tons,"23,385",N/A,107,9,0,0,Tons, ,7
854590,"Articles of graphite or other carbon, for electrical purposes (excl. electrodes and carbon . . .", , , ,0, , , ,,110,28,0,8, ,"13,750",N/A,28,-30,0,0, , ,-
854610,Electrical insulators of glass (excl. insulating fittings), , , ,0, , , ,,42,94,0,10, ,"4,200",N/A,38,86,0,0, , ,
854620,Electrical insulators of ceramics (excl. insulating fittings), , , ,0, , , ,,399,3,0,194, ,"2,057",N/A,161,-2,0,0, , ,18
854690,Electrical insulators (excl. those of glass or ceramics and insulating fittings), , , ,0, , , ,,238,-12,0,26, ,"9,154",N/A,"3,058",-1,0,0, , ,62
854710,"Insulating fittings for electrical purposes, of ceramics", , , ,0, , , ,,14,4,0,0, , ,N/A,333,146,0,0, , ,-
854720,"Insulating fittings for electrical purposes, of plastics", , , ,0, , , ,,253,26,0,27, ,"9,370",N/A,"10,653",-13,0,0, , ,11
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; . . .", , , ,0, , , ,,980,1,0,0, , ,N/A,"1,662",29,0,0, , ,6
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary . . .", , , ,0, , , ,, , , , ,Tons, ,N/A,"53,657",-9,4,0,Tons, ,
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter . . .", , , ,0, , , ,,317,12,0,0,Tons, ,N/A,"13,320",93,0,0,Tons, ,
860110,Rail locomotives powered from an external source of electricity, , , , , , , ,, , , , , , ,N/A,2,106,0,0, , ,
860290,Rail locomotives (excl. those powered from an external source of electricity or by accumulators . . ., , , , , , , ,, , , , , , ,N/A,1, ,0, , , ,
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, . . .", , , , , , , ,, , , , , , ,N/A,"1,627",-1,0,0, , ,
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose . . .", , , , , , , ,, , , , , , ,N/A,219, ,0, , , ,
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock, , , , , , , ,, , , , , , ,N/A,1, ,0,0, , ,
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excl. . . ., , , , , , , ,, , , , , , ,N/A,1, ,0,0, , ,
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives . . .", , , ,0, , , ,,3,-5,0,0, , ,N/A,110,139,0,0, , ,
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.", , , ,0, , , ,,1, ,0,0, , ,N/A,2, ,0,0, , ,
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling . . .", , , , , , , ,, , , , , , ,N/A,217,-1,0,0, , ,
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives . . .", , , , , , , ,, , , , , , ,N/A,22,-27,0,0, , ,
860791,"Parts of railway or tramway locomotives, n.e.s.", , , ,0, , , ,,16, ,0,0, , ,N/A,"3,747",7,0,0, , ,
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.", , , ,0, , , ,,2, ,0,0, , ,N/A,827,-23,0,0, , ,
860800,"Railway or tramway track fixtures and fittings (excl. sleepers of wood, concrete or steel, . . .", , , ,0, , , ,,162,75,0,16, ,"10,125",N/A,40,-24,0,"1,531", ,"7,351",-
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for . . .", , , ,0, , , ,,931,3,0,0, , ,N/A,"13,034",9,0,0, , ,39
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excl. tractor . . ., , , ,0, , , ,,129,13,0,0, , ,N/A,971,107,0,0, , ,2
870120,Road tractors for semi-trailers, , , ,0, , , ,,"26,480",51,0,"16,224", ,"1,632",N/A,"1,578",-9,0,0, , ,-
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, . . .", , , , , , , ,,60,78,0,78, ,769,N/A,164,35,0,0, , ,
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled . . .", , , , , , , ,,240,32,0,0, , ,N/A,12,-29,0,0, , ,
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled . . .", , , , , , , ,,405,39,0,0, , ,N/A,90,-23,0,0, , ,
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled . . .", , , , , , , ,,57,-22,0,0, , ,N/A,125,-3,0,0, , ,
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, . . .", , , , , , , ,,"1,560",72,0,258, ,"6,047",N/A,174,-20,0,0, , ,
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only diesel engine", , , ,0, , , ,,"7,040",27,0,0, , ,N/A,"39,865",26,0,0, , ,
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and . . .", , , , , , , ,,1,-23,0,3, ,333,N/A,"9,487",69,2,3, ,"7,333",
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal . . .", , , , , , , ,, , , , , , ,N/A,"3,526",87,5,0, , ,
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for . . .", , , , , , , ,, , , , , , ,N/A,597,-13,0,0, , ,
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver (excl. with diesel engine or . . .", , , ,0, , , ,,846,-2,0,0, , ,N/A,"4,305",19,0,0, , ,
870310,Vehicles for the transport of <10 persons on snow; golf cars and similar vehicles, , , ,0, , , ,,746,3,0,0, , ,N/A,"1,124",-9,0,0, , ,-
870321,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"30,876",35,0,0, , ,N/A,"26,455",52,0,0, , ,
870322,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"82,307",-2,0,0,Tons, ,N/A,"44,661",46,0,0,Tons, ,
870323,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"358,041",-4,0,0,Tons, ,N/A,"113,632",21,0,0,Tons, ,
870324,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"33,680",3,0,0,Tons, ,N/A,"203,705",16,0,0,Tons, ,
870331,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"1,112",161,0,291, ,"3,821",N/A,676,-17,0,0, , ,
870332,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"14,049",-4,0,0, , ,N/A,"26,322",4,0,0, , ,
870333,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , ,0, , , ,,"4,130",37,0,0,Tons, ,N/A,"75,535",-8,0,0,Tons, ,
