,,United Arab Emiratess exports to Egypt,,,Egypt's imports from world,,,,United Arab Emiratess exports to world,,,
Product code,Product label,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excl. hydraulic ...",0,0,,,6,0,0,,2,60,
841122,Turbopropellers of a power > 1.100 kW,7,0,,,28,116,26,,6968,2309,2269
841181,Gas turbines of a power <= 5.000 kW (excl. turbojets and turbopropellers),0,0,,,7360,5503,10654,,30237,13357,2582
841199,"Parts of gas turbines, n.e.s.",7771,10222,,,45319,62770,47580,,372149,426048,43797
841370,"Centrifugal pumps, power-driven (excl. those of subheading 8413.11 and 8413.19, fuel, lubricating ...",2480,8448,,,197734,178980,178167,,82014,113312,26911
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",101,209,,,83348,137062,74945,,47701,61546,6781
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",0,0,,,463,362,595,,1237,152,18
844859,"Parts and accessories of machines of heading 8447, n.e.s.",0,0,,,923,993,855,,279,165,262
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,,,0,0,1466,,10,5,
382491,"Mixtures and preparations consisting mainly of ""5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""methyl ...",0,0,,,0,0,640,,4958,766,171
382590,"Residual products of the chemical or allied industries, n.e.s. (excl. waste)",0,0,,,,,,,45,68,40
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,,,5,0,0,,305,6685,36271
382739,"Mixtures containing hydrochlorofluorocarbons ""HCFCs"" (excl. containing chlorofluorocarbons ...",0,0,,,,,,,0,0,241
382769,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59 ...",0,0,,,,,,,0,0,
382790,"Mixtures containing halogenated derivatives of methane, ethane or propane, n.e.s.",0,0,,,0,0,49475,,0,0,338
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,,,45550,94239,61772,,3674,3737,4847
390330,"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms",0,215,,,40719,73642,57723,,3372,6928,5435
390390,"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ...",565,1986,,,3243,12492,15153,,20354,33101,7398
390721,"Bis(polyoxyethylene) methylphosphonate, in primary forms",0,0,,,0,0,6,,0,0,812
390920,"Melamine resins, in primary forms",0,0,,,2245,2980,2096,,508,648,647
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",269,2940,,,10392,13309,20733,,8514,15398,4172
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",147,19,,,4365,1364,1686,,2979,4050,405
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",1660,3679,,,19070,21420,17586,,34266,41373,14478
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",781,1272,,,11084,9795,13335,,25480,28815,2886
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...",8819,322,,,1182,1275,1440,,18508,9308,6223
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""vinyl butyral"", not reinforced, ...",31,19,,,5115,4416,4930,,2630,4450,551
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",165,34,,,25418,33474,19513,,161710,122434,2073
845190,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, ...",8,0,,,892,1051,658,,1059,2542,8919
845320,"Machinery for making or repairing footwear of hides, skins or leather (excl. sewing machines)",3,0,,,746,1120,387,,82,44,
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",0,32,,,293,1242,14937,,80,1013,90
845521,Hot or combination hot and cold metal-rolling mills (excl. tubes mills),0,0,,,1031,5156,3265,,3031,10370,1220
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excl. horizontal ...",0,0,,,340,322,696,,215,136,
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,1,,,96,234,149,,130,127,10
845929,"Drilling machines for working metal, not numerically controlled (excl. way-type unit head machines ...",7,22,,,1925,2896,2662,,3429,5133,386
845931,"Boring-milling machines for metals, numerically controlled (excl. way-type unit head machines)",0,0,,,88,961,906,,0,15,
846039,"Sharpening ""tool or cutter grinding"" machines, not numerically controlled",0,8,,,196,212,257,,108,161,40
846269,"Cold metal working presses (excl. hydraulic, mechanical and servo-presses)",0,0,,,0,0,26,,0,0,5
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,23,,,636,447,550,,973,462,5
846719,"Pneumatic tools for working in the hand, non-rotary type",477,367,,,2518,1967,1655,,11132,11726,739
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",377,456,,,710,1007,1263,,16926,20527,932
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",0,3,,,123,88,5,,315,974,37
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",4495,4784,,,9762,31917,18061,,74014,84623,7412
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",3,2,,,1325,680,90,,4150,13153,134
847521,Machines for making optical fibres and preforms thereof,0,0,,,401,151,28,,2,123,
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",7,15,,,156,1779,15,,412,1101,12
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,0,,,8158,3816,2118,,643,323,2017
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,,,0,0,1274,,32658,18860,2591
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",123,225,,,1601,2078,2313,,9765,10257,510
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,,,3,0,4828,,818,2723,161
300670,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts ...,17,22,,,10149,9537,9651,,1197,877,5
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",122,63,,,357,1101,462,,1081,579,214
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,39,0,,,123355,141317,170882,,16842,20263,2789
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,21,24,,,2436,3503,3088,,2646,3977,402
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ...",0,0,,,605,409,432,,8,19,33
330510,Shampoos,894,1676,,,12322,11982,9082,,227498,220725,24920
330590,"Preparations for use on the hair (excl. shampoos, preparations for permanent waving or straightening ...",1590,2447,,,17128,19697,12067,,213007,268940,30383
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",87,327,,,2440,3137,0,,14165,21442,1339
340239,"Anionic organic surface-active agents, whether or not put up for retail sale (excl. linear ...",0,0,,,0,0,14970,,0,0,12731
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)",0,0,,,,,,,0,0,
470693,"Semi-chemical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters ...",0,0,,,0,23,0,,0,2180,
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,,,34,86,774,,1380,25846,1414
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,,,657,206,85,,0,26,11
630629,"Tents of textile materials (excl. of synthetic fibres, and umbrella and play tents)",40,408,,,10,0,117,,6309,3998,914
630630,"Sails for boats, sailboards or landcraft, of textile materials",22,55,,,0,0,0,,55,1689,17
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,,,461,1316,1350,,486,857,20
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",0,845,,,2823,4983,2507,,59473,75885,5848
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",0,0,,,0,0,46,,36800,33044,1243
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...",0,0,,,1825,1252,550,,197,617,88
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",3,3,,,3497,2368,3664,,562,84018,74
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,,,0,0,117,,190,5324,14536
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",0,0,,,21,71,60,,276,366,60
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",7,0,,,7946,6886,5076,,20619,12796,5239
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",3,620,,,20681,29857,54037,,44711,46726,43117
721810,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and ...",8,289,,,13,0,0,,768,562,257
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,,,183,0,7,,210,583,404
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excl. ...",0,0,,,2868,4305,3476,,37241,214350,29709
722820,"Bars and rods of silico-manganese steel (excl. semi-finished products, flat-rolled products ...",0,0,,,0,0,0,,104,197,16
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",0,0,,,325,49,19,,1332,536,111
722920,"Wire of silico-manganese steel, in coils (excl. bars and rods)",112,40,,,1739,3012,4175,,588,1382,4
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,,,0,17757,11480,,104,141,35
847940,Rope or cable-making machines (excl. twisting machines of the type used in spinning mills),0,0,,,4290,2947,17767,,420,1409,49
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",52,89,,,4164,4729,10095,,2147,1060,282
847983,Cold isostatic presses,0,0,,,0,0,198,,0,0,1005
848340,"Gears and gearing for machinery (excl. toothed wheels, chain sprockets and other transmission ...",604,806,,,38360,31070,55678,,21719,23868,6978
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",289,371,,,3696,4476,5489,,29001,32014,3100
848530,"Machines for additive manufacturing by plaster, cement, ceramics or glass deposit",0,0,,,,,,,0,0,
850180,Photovoltaic AC generators,0,0,,,0,0,1,,0,0,14
850431,Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers),244,121,,,3398,4363,6927,,4228,5259,984
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excl. liquid dielectric ...,163,36,,,16275,26332,12685,,2852,1705,583
850450,Inductors (excl. inductors for discharge lamps or tubes),148,92,,,808,1913,4207,,7978,11155,1600
850630,Mercuric oxide cells and batteries (excl. spent),0,0,,,1387,785,1211,,237,186,41
850710,"Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excl. ...",16,21,,,61284,64837,41576,,199304,165242,5293
850720,Lead acid accumulators (excl. spent and starter batteries),3427,3217,,,24625,22897,17390,,138297,238753,89627
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",18,36,,,2304,2576,4229,,1065,1429,81
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",7,44,,,3302,4546,5565,,3516,3851,797
851230,Electrical sound signalling equipment for cycles or motor vehicles,396,730,,,10762,21118,23881,,3397,4125,251
851411,Hot isostatic presses,0,0,,,,,,,0,0,73
851420,Furnaces and ovens functioning by induction or dielectric loss,1,1,,,310,740,831,,457,286,636
851511,"Soldering irons and guns, electric",0,0,,,964,525,657,,489,455,75
851680,Electric heating resistors (excl. those of agglomerated coal and graphite),62,152,,,7511,8391,10681,,1732,3610,424
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",108559,139229,,,192928,108639,360761,,2161233,2497689,106052
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",103572,91188,,,164134,119950,0,,1095899,936308,6031
851822,"Multiple loudspeakers, mounted in the same enclosure",3275,5194,,,2425,2212,2605,,73811,90719,2132
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. ...",0,8523,,,9139,9093,10842,,38004,58110,3088
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",264,70,,,794,234,109,,115193,7685,1409
852581,"High-speed television cameras, digital cameras and video camera recorders specified in subheading ...",0,0,,,0,0,179,,0,0,4997
852692,Radio remote control apparatus,49,10,,,124,378,224,,2762,5042,627
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",25,78,,,553,275,57,,2934,4141,158
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",28,12,,,5383,7775,4268,,1375,628,135
852799,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",43,5,,,15,1,1,,859,1007,472
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,20195,30028,,,0,0,21132,,202679,254448,7311
852861,Projectors of a kind solely or principally used in an automatic data-processing machine of ...,0,0,,,1889,1539,0,,0,0,4
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",23,6,,,100,1830,1540,,1464,1836,2804
853190,"Parts of electric sound or visual signalling apparatus, n.e.s.",1725,2025,,,2456,4149,4625,,17223,15624,5701
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excl. heating resistors),18,21,,,233,1211,1737,,641,1028,138
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",11276,8902,,,147161,116332,94488,,225332,226454,51784
853922,Filament lamps of a power <= 200 W and for a voltage > 100 V (excl. tungsten halogen filament ...,2,4,,,2454,2460,2494,,8056,3999,115
853951,"Light-emitting diode ""LED"" light source modules",0,0,,,0,0,684,,0,0,169
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",4,0,,,8,0,0,,2919,1919,25
854130,"Thyristors, diacs and triacs (excl. photosensitive semiconductor devices)",4,1,,,27717,10078,19254,,152,338,213
854149,Photosensitive semiconductor devices (excl. photovoltaic generators and cells),0,0,,,0,0,112,,0,0,566
854160,Mounted piezo-electric crystals,41,8,,,3,499,412,,88,171,270
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",10124,13943,,,2236,19083,15705,,234766,259742,79585
854340,Electronic cigarettes and similar personal electric vaporizing devices,0,0,,,0,0,1487,,0,0,758
854610,Electrical insulators of glass (excl. insulating fittings),1,0,,,155,30,12,,235,76,38
854710,"Insulating fittings for electrical purposes, of ceramics",0,3,,,983,1136,2117,,318,640,332
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",0,0,,,6,6,0,,41544,36566,216
854912,"Primary cells, primary batteries and electric accumulators (excl. lead-acid): spent goods and ...",0,0,,,,,,,0,0,810
860110,Rail locomotives powered from an external source of electricity,0,0,,,11,0,0,,1,5,2
